,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,epoch
0,4.299728706479073,0.5035973154008389,0.35215766448527575,0.599191352725029,0.11716927401721478,0.06632708385586739,1
1,3.240475907921791,0.6531273052096367,0.49707484617829323,0.42972254753112793,0.4255363643169403,0.2786164991557598,2
2,2.9679153114557266,0.668068166822195,0.513048293069005,0.39090657979249954,0.60712069272995,0.4386454075574875,3
3,2.692561462521553,0.7023140601813793,0.5500541254878044,0.3409261628985405,0.6925719529390335,0.5333550497889519,4
4,2.510867342352867,0.7190585248172283,0.5684728920459747,0.32711211591959,0.6977362483739853,0.5391441434621811,5
5,2.3929743468761444,0.7221414037048817,0.5726891532540321,0.32402119785547256,0.6467293351888657,0.48155399411916733,6
6,2.2360806465148926,0.742531094700098,0.5958527587354183,0.2841961681842804,0.7318397164344788,0.5789801627397537,7
7,2.115359477698803,0.7534631937742233,0.609882302582264,0.2664424553513527,0.7409802675247192,0.5909641981124878,8
8,2.0268436893820763,0.75953209400177,0.6167436949908733,0.2513480484485626,0.7469028532505035,0.5986597239971161,9
9,1.966764397919178,0.7610484547913074,0.6194332614541054,0.2350337654352188,0.7430026233196259,0.5940327793359756,10
10,1.8784586638212204,0.7732684873044491,0.6344533525407314,0.22906548529863358,0.7629233449697495,0.6192023307085037,11
11,1.8443913161754608,0.7781436741352081,0.640567846596241,0.22547229379415512,0.7715372890233994,0.6303649097681046,12
12,1.8486997708678246,0.7764804251492023,0.6382120177149773,0.22482455149292946,0.7715155929327011,0.6303400546312332,13
13,1.8351464346051216,0.7774133235216141,0.6394556611776352,0.22153738886117935,0.7735313177108765,0.6329618096351624,14
14,1.802500180900097,0.7833564318716526,0.646946519613266,0.22167417779564857,0.773338258266449,0.6328361332416534,15
15,1.786134921014309,0.7856071181595325,0.64988774061203,0.21700342372059822,0.7783994823694229,0.6394337564706802,16
16,1.7897481620311737,0.783965639770031,0.647947546094656,0.21858260035514832,0.7746281921863556,0.6344465613365173,17
17,1.8139034509658813,0.7781569436192513,0.6403461620211601,0.21683849021792412,0.777420699596405,0.6382085680961609,18
18,1.7751210257411003,0.784336507320404,0.6483899839222431,0.21347616985440254,0.7776404619216919,0.6382395476102829,19
19,1.764838419854641,0.7860101014375687,0.6505230367183685,0.21235008910298347,0.7824726998806,0.6447196304798126,20
20,1.7538457810878754,0.7872192971408367,0.6522744335234165,0.2131451666355133,0.7821595668792725,0.6444032192230225,21
21,1.7561967372894287,0.7860279902815819,0.6514568217098713,0.21151668950915337,0.7820721566677094,0.6443057358264923,22
22,1.762299083173275,0.7854471653699875,0.6502584852278233,0.2113005369901657,0.7837584018707275,0.6464928537607193,23
23,1.7776241451501846,0.7827378436923027,0.6463877037167549,0.212741170078516,0.7824552357196808,0.6447964310646057,24
24,1.75432850420475,0.7874454259872437,0.6527877636253834,0.2123340107500553,0.7825074791908264,0.6447912752628326,25
25,1.7653028219938278,0.7850966490805149,0.6491892710328102,0.21241901069879532,0.7828590571880341,0.6452706605195999,26
26,1.7611844316124916,0.7851260490715504,0.6500154547393322,0.21281049773097038,0.782532200217247,0.6448897123336792,27
27,1.7702279314398766,0.7839760147035122,0.6479713022708893,0.21142259240150452,0.7840724587440491,0.6469394564628601,28
28,1.748913250863552,0.7875719107687473,0.6526707634329796,0.21162952110171318,0.7836698591709137,0.6463910341262817,29
29,1.7698405981063843,0.7841603457927704,0.6482904925942421,0.21268710866570473,0.7835318446159363,0.6461436748504639,30
30,1.7396137043833733,0.7892985790967941,0.654578972607851,0.21203897520899773,0.7835787236690521,0.6462148725986481,31
31,1.7512146010994911,0.7867659516632557,0.6518568247556686,0.21209222078323364,0.7833816260099411,0.6459231674671173,32
32,1.7395512089133263,0.7889883890748024,0.6546530686318874,0.21217506378889084,0.7844445109367371,0.6473454236984253,33
33,1.752598986029625,0.787026010453701,0.6519957296550274,0.21176979690790176,0.7838379144668579,0.6465521603822708,34
34,1.7564477622509003,0.7861510030925274,0.6511456482112408,0.21187550574541092,0.7833157777786255,0.6458548754453659,35
35,1.7489107251167297,0.7873481474816799,0.6527010053396225,0.21164987608790398,0.784193754196167,0.6470525711774826,36
36,1.736468382179737,0.7901014313101768,0.6558969989418983,0.21216487884521484,0.7839320600032806,0.6467135846614838,37
37,1.7459206134080887,0.7885151170194149,0.653835978358984,0.21178855001926422,0.7834976464509964,0.6461039185523987,38
38,1.770155906677246,0.7835662700235844,0.6479205973446369,0.21255410835146904,0.784103587269783,0.6469238847494125,39
39,1.7363612428307533,0.7898968756198883,0.6553899869322777,0.21220851317048073,0.7836384028196335,0.6463074237108231,40
40,1.7569691836833954,0.7857302166521549,0.6503065638244152,0.21120551228523254,0.7847088724374771,0.647742748260498,41
41,1.7532595619559288,0.7862629145383835,0.6509238630533218,0.21138809993863106,0.784009262919426,0.646803230047226,42
42,1.7482947185635567,0.7875546999275684,0.652627170085907,0.2106456756591797,0.7834799587726593,0.6461140364408493,43
43,1.752525970339775,0.7866408750414848,0.6518104262650013,0.2126944586634636,0.7837646454572678,0.6464600712060928,44
44,1.748408704996109,0.78752002120018,0.6526743359863758,0.2111736722290516,0.7848326861858368,0.6478871256113052,45
45,1.7406685873866081,0.7881863974034786,0.6536457538604736,0.21167583763599396,0.7839854210615158,0.6467579156160355,46
46,1.780515156686306,0.7817954644560814,0.6456510834395885,0.21036842465400696,0.785016268491745,0.6481360197067261,47
47,1.7484391182661057,0.7871811166405678,0.6520258970558643,0.21253719553351402,0.7836394906044006,0.6463154703378677,48
48,1.766549177467823,0.7845710329711437,0.6485118865966797,0.21123924478888512,0.7850690335035324,0.6482031345367432,49
49,1.7320476025342941,0.7901822403073311,0.6564154364168644,0.21270616725087166,0.782853975892067,0.6452642679214478,50
50,1.7431425526738167,0.787837240844965,0.6536052078008652,0.21231264621019363,0.7830040752887726,0.6454362720251083,51
51,1.769994780421257,0.7834315001964569,0.647092055529356,0.21090584993362427,0.7854964882135391,0.6487701833248138,52
52,1.7652459144592285,0.7837040014564991,0.6479426100850105,0.2112138718366623,0.7839935719966888,0.646789476275444,53
53,1.7591866627335548,0.7847505919635296,0.6493187174201012,0.2118554301559925,0.7841736227273941,0.647016704082489,54
54,1.7352068647742271,0.7897218652069569,0.6557367518544197,0.21159054711461067,0.7832702845335007,0.6458080857992172,55
55,1.7830191180109978,0.7810756601393223,0.6441806443035603,0.21093488112092018,0.7850196659564972,0.6481532901525497,56
56,1.7456541135907173,0.7881084717810154,0.6533190160989761,0.2112070582807064,0.7843600362539291,0.6472665071487427,57
57,1.7355780079960823,0.7900384403765202,0.655425664037466,0.21150555461645126,0.7842883169651031,0.6471776217222214,58
58,1.7443441152572632,0.7880851812660694,0.6534790731966496,0.2119942083954811,0.783297210931778,0.6458328664302826,59
59,1.7532613575458527,0.786523412913084,0.6513021625578403,0.21161511912941933,0.7846419364213943,0.6476309299468994,60
