train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,model,lr,epoch
0.29563612205551026,0.17007281258702278,0.9097083333333333,0.95,0.9087723305325177,0.9492579617147028,DNN,0.1,1
0.1417012824577854,0.14859539270401,0.957125,0.9546666666666667,0.9567196961199738,0.9541711873952823,DNN,0.1,2
0.11189212128916319,0.13512968023618063,0.9658125,0.9629166666666666,0.9655621980779554,0.9626187747307524,DNN,0.1,3
0.08823765879695086,0.13526565892000994,0.9733333333333334,0.95875,0.9731007563196258,0.9582664316571124,DNN,0.1,4
0.08720293697564209,0.13503621394435564,0.9728125,0.962,0.9726187573448778,0.9617411596494689,DNN,0.1,5
0.07155637944394604,0.13486603585382304,0.978375,0.96575,0.978214807264376,0.965507634406953,DNN,0.1,6
0.06200248917237796,0.14662020467221737,0.9810625,0.9635,0.9809098417975252,0.9629468557103829,DNN,0.1,7
0.05880437146357082,0.1854288006822268,0.9817916666666666,0.9561666666666667,0.9816145352763629,0.9555205711153703,DNN,0.1,8
0.05869562242507063,0.1324927924821774,0.9817916666666666,0.9690833333333333,0.9816542063016902,0.9689300555941506,DNN,0.1,9
0.06294460112149729,0.15946608781814575,0.9811666666666666,0.9635833333333333,0.9810322561548125,0.9633956027826699,DNN,0.1,10
0.20275378259929253,0.137159230808417,0.9447708333333333,0.95825,0.9443474255848135,0.9581299374289847,CNN,0.1,1
0.06292159780067333,0.06341101632763942,0.9812708333333333,0.98175,0.9811715106711139,0.9816191697320672,CNN,0.1,2
0.05145351590707581,0.05980093001077572,0.9842916666666667,0.9831666666666666,0.9841901273199853,0.9830569508531457,CNN,0.1,3
0.05027204597160775,0.07292817315707605,0.9845625,0.9809166666666667,0.9845134023612653,0.9808402475967238,CNN,0.1,4
0.04714821755732509,0.1548108427474896,0.9861875,0.9623333333333334,0.98609698846105,0.9622436872754483,CNN,0.1,5
0.04900582535737293,0.06447919458150864,0.9863333333333333,0.9851666666666666,0.9862525527047993,0.9850538314524778,CNN,0.1,6
1.871522805633697,2.2048743466536203,0.45016666666666666,0.52175,0.43763311062186894,0.4810333186791266,ResNet19,0.1,1
0.22448347223565934,0.29597678780555725,0.9380625,0.9184166666666667,0.9378069805203246,0.9182737224835573,ResNet19,0.1,2
0.10880394404793674,0.10422833636403084,0.9693125,0.97175,0.9691632456793198,0.9715990812345403,ResNet19,0.1,3
0.07606368193383072,0.06906424866368373,0.9778958333333333,0.9806666666666667,0.9777917370296672,0.9805945578176946,ResNet19,0.1,4
0.06327779302769836,0.09330455679446459,0.9816041666666667,0.9750833333333333,0.9815333569026649,0.974927442947384,ResNet19,0.1,5
0.05093765414835132,0.1347843191275994,0.9850208333333333,0.9619166666666666,0.9849571472129272,0.9611677395108018,ResNet19,0.1,6
0.047079139795312856,0.06130761342744032,0.9857916666666666,0.9824166666666667,0.9857164099006838,0.9822958904145118,ResNet19,0.1,7
0.045852078189280755,0.07083365507423878,0.9867916666666666,0.9805,0.9867297615075431,0.9803147452268014,ResNet19,0.1,8
0.04058906191494316,0.0666019453977545,0.98775,0.9821666666666666,0.9877092563776921,0.9821212956504697,ResNet19,0.1,9
0.047079014671134185,0.0820291315515836,0.9861875,0.9785833333333334,0.9861181254552364,0.9785736058316216,ResNet19,0.1,10
1.4406847657358393,1.4943890770276387,0.6111666666666666,0.68075,0.6066452119629823,0.67287569521291,VGG16,0.1,1
0.2395787359948488,0.1819478366523981,0.9371875,0.95325,0.93680769376181,0.9533253180849875,VGG16,0.1,2
0.11436480010285023,0.15069957946737608,0.9692708333333333,0.9600833333333333,0.9690747344536099,0.959350764359761,VGG16,0.1,3
0.09028792749852577,0.17182215924064317,0.9759166666666667,0.9585833333333333,0.9758147628957072,0.9576704632398231,VGG16,0.1,4
0.08036247018645419,0.07068193797022104,0.9789791666666666,0.98075,0.9788769098526803,0.9806387543238847,VGG16,0.1,5
0.06294351984855738,0.12772678211331367,0.983125,0.965,0.9830461974013449,0.9645712340904629,VGG16,0.1,6
0.04895755681184497,0.12578121262292066,0.9863541666666666,0.9690833333333333,0.9862890199286045,0.9684117481579101,VGG16,0.1,7
0.04247489858894272,0.11114225412408511,0.9884791666666667,0.97425,0.9883844727712766,0.9738934082097057,VGG16,0.1,8
0.0191161841819152,0.10805237914125125,0.9937083333333333,0.9768333333333333,0.9936613056436189,0.9766248908709241,DNN,0.01,1
0.008127934391365109,0.10733210854232311,0.9973958333333334,0.9781666666666666,0.9973997332283491,0.9780462516904962,DNN,0.01,2
0.00573638888260788,0.10667990893125534,0.9979791666666666,0.9791666666666666,0.997970668352902,0.9790268880078304,DNN,0.01,3
0.004118267785901132,0.10956977494060993,0.9985833333333334,0.9781666666666666,0.9985841515701992,0.9779557442653518,DNN,0.01,4
0.0032262762074133982,0.11853854730725288,0.9990833333333333,0.979,0.9990807347708589,0.9787916037801573,DNN,0.01,5
0.003198659657310271,0.1272127696623405,0.9990416666666667,0.9775,0.9990376979489447,0.9772544902636859,DNN,0.01,6
0.013730072869641825,0.041512786488359175,0.9955625,0.9904166666666666,0.9955327478397227,0.9903547062320077,CNN,0.01,1
0.007719623416592863,0.03813564342757066,0.9977291666666667,0.9909166666666667,0.9977173094063663,0.9908850462865612,CNN,0.01,2
0.004753555666653445,0.040883847357084356,0.9985416666666667,0.9908333333333333,0.9985450914541814,0.9907873995221081,CNN,0.01,3
0.0032688592364912496,0.040870711828271546,0.9992083333333334,0.9910833333333333,0.9992114415447324,0.9910297588649799,CNN,0.01,4
0.0022127516772440124,0.04434264963492751,0.9993958333333334,0.9899166666666667,0.999393761660387,0.9898151206781949,CNN,0.01,5
0.022278216807419395,0.03801534573237101,0.9932708333333333,0.9888333333333333,0.9932336916454538,0.9887801195467967,ResNet19,0.01,1
0.015265903735664634,0.04235310712829232,0.9952708333333333,0.98825,0.9952863745706935,0.9882869789789893,ResNet19,0.01,2
0.011069240870401313,0.041703126238038145,0.99675,0.9898333333333333,0.9967370679376722,0.9898043077938112,ResNet19,0.01,3
0.009163145825484807,0.04081954418992003,0.9971041666666667,0.9898333333333333,0.9970968809698526,0.989791693472269,ResNet19,0.01,4
0.026426687170355085,0.03482169541530311,0.9926666666666667,0.991,0.99261175952011,0.9910054746378718,VGG16,0.01,1
0.01988010235413156,0.03885959150890509,0.9941458333333333,0.9909166666666667,0.9940901137577386,0.9907981091138293,VGG16,0.01,2
0.0171485816015852,0.038925040513277054,0.994875,0.9900833333333333,0.9948562274682734,0.9900048639350185,VGG16,0.01,3
0.015532381652093969,0.03469314876322945,0.9952916666666667,0.9911666666666666,0.9952670378395274,0.9910794284240678,VGG16,0.01,4
0.01294618865884989,0.03607131641668578,0.9960625,0.99175,0.9960325674334272,0.9916456454733409,VGG16,0.01,5
0.010491698672728702,0.03192395313332478,0.9971875,0.9933333333333333,0.9971662204674996,0.9932573025541203,VGG16,0.01,6
0.008593872977415115,0.029940538418789703,0.9975,0.9934166666666666,0.997499712229604,0.993352903542578,VGG16,0.01,7
0.008681455027513909,0.03409043264885744,0.9972083333333334,0.992,0.9971897218469632,0.991911734578161,VGG16,0.01,8
0.008854403308818136,0.04648241959512234,0.9975833333333334,0.9903333333333333,0.9975675559731446,0.990201399019851,VGG16,0.01,9
0.006952373045312422,0.03355988130594293,0.9980208333333334,0.9920833333333333,0.9980012968597191,0.992049193789307,VGG16,0.01,10
0.0021181272961567107,0.12864543497562408,0.99925,0.979,0.9992477510717672,0.9788227853217645,DNN,0.005,1
0.0014704652593575296,0.1289155234893163,0.9996458333333333,0.9791666666666666,0.9996495556073228,0.9789463040158338,DNN,0.005,2
0.0009078537214589503,0.12669562175869942,0.9998333333333334,0.9793333333333333,0.9998327686305736,0.9791493637025731,DNN,0.005,3
0.0015641734387808104,0.13465732522308826,0.9996458333333333,0.9786666666666667,0.9996449447561402,0.9784554292678372,DNN,0.005,4
0.0007091113199671684,0.13697453526159128,0.9998541666666667,0.9790833333333333,0.9998570352505339,0.9788978724809564,DNN,0.005,5
0.0006645737298156823,0.14130864354471365,0.9998958333333333,0.9784166666666667,0.9998945557307273,0.9781811334423918,DNN,0.005,6
0.0016225184230221356,0.04299993021413684,0.9993125,0.9908333333333333,0.9993106381155503,0.9907894953281117,CNN,0.005,1
0.0010470449180908698,0.04487927289058765,0.999625,0.99075,0.9996301723170088,0.9906928814987342,CNN,0.005,2
0.0007889355261273096,0.0433823186904192,0.9998333333333334,0.99175,0.9998393512021932,0.9917190560510081,CNN,0.005,3
