train_loss,val_loss,train_acc,val_acc,train_f1,val_f1,model,lr,epoch
0.0007356338151257273,0.04659811252107223,0.9997916666666666,0.9914166666666666,0.9997938855272492,0.991371568841458,CNN,0.005,4
0.004781954291405433,0.041236031179626785,0.9986041666666666,0.9906666666666667,0.9986034675506132,0.9906165560534486,ResNet19,0.005,1
0.004217066283091937,0.04479819800083836,0.9985416666666667,0.9904166666666666,0.9985454339882043,0.9903674219731329,ResNet19,0.005,2
0.004676588700408986,0.045344779112686716,0.9985208333333333,0.9899166666666667,0.9985321613149962,0.989894381857126,ResNet19,0.005,3
0.0025716455009851995,0.04503996887554725,0.9994166666666666,0.9915833333333334,0.9994150793419264,0.991545134992875,ResNet19,0.005,4
0.004274773273809455,0.05736985682354619,0.9986458333333333,0.99075,0.9986440021248656,0.9905851927870628,VGG16,0.005,1
0.004890537150574946,0.03568591518948475,0.9986458333333333,0.9939166666666667,0.9986273792572833,0.9939192661244836,VGG16,0.005,2
0.003101582497096233,0.03208592153775195,0.9991041666666667,0.99375,0.9991058372666283,0.9936903811349262,VGG16,0.005,3
0.002641843007737368,0.034959276129181184,0.9992291666666666,0.9935833333333334,0.9992274232776228,0.9936157295435593,VGG16,0.005,4
0.004428209861834283,0.03915613788800935,0.998875,0.993,0.9988618167064537,0.9929725601749192,VGG16,0.005,5
0.0014473224089747514,0.04222557367756963,0.9996458333333333,0.9931666666666666,0.999645514669143,0.9930792107427416,VGG16,0.005,6
0.000530337771308157,0.13870852316419283,0.9999375,0.9790833333333333,0.9999357740444955,0.9788679965391116,DNN,0.001,1
0.0004328080912021873,0.1391876128812631,0.9999375,0.9786666666666667,0.999939723897515,0.97843472734004,DNN,0.001,2
0.0003481499542494156,0.1383131891489029,0.9999375,0.9793333333333333,0.9999371429179167,0.979096517773559,DNN,0.001,3
0.00034632588430203544,0.1411441999177138,0.9999791666666666,0.9790833333333333,0.9999780310245534,0.9788788433245349,DNN,0.001,4
0.0003465712619191542,0.13981673121452332,0.9999583333333333,0.97925,0.9999571006582952,0.9790582036358094,DNN,0.001,5
0.00023928852931718174,0.13936869924267134,0.9999791666666666,0.9793333333333333,0.9999806775270608,0.9791091619275845,DNN,0.001,6
0.0004282389697504612,0.04673706258957585,0.9999166666666667,0.9914166666666666,0.9999144044678149,0.9913902469947674,CNN,0.001,1
0.00021287040596128443,0.046541985124349594,0.9999791666666666,0.9914166666666666,0.9999806772389161,0.9913664478647973,CNN,0.001,2
0.00023636163434621557,0.04719321553905805,0.9999583333333333,0.9915,0.9999583462479107,0.9914708382561642,CNN,0.001,3
0.0001964272500059606,0.04649913993974527,1.0,0.9911666666666666,1.0,0.9911138152739412,CNN,0.001,4
0.00017729282192104098,0.04723789620523652,0.9999583333333333,0.9914166666666666,0.9999601740220155,0.9913764104826255,CNN,0.001,5
0.00023523460038721536,0.04702658827106158,0.9999791666666666,0.9910833333333333,0.9999792842713612,0.9910282298703204,CNN,0.001,6
0.00017745992389963094,0.04655495177333554,0.9999791666666666,0.9913333333333333,0.999978742832978,0.9912733084982813,CNN,0.001,7
0.001390752223279436,0.04136623519783219,0.9996041666666666,0.9908333333333333,0.9996031498299258,0.9908021935103497,ResNet19,0.001,1
0.0007885337526533205,0.04296033922582865,0.9998333333333334,0.9911666666666666,0.9998347587176845,0.9911334674202246,ResNet19,0.001,2
0.0005879913307213196,0.043908135034143925,0.9999375,0.9914166666666666,0.9999356850675932,0.9914030605469135,ResNet19,0.001,3
0.0016232089921996182,0.04536346159875393,0.9997916666666666,0.99075,0.9997920908279465,0.9907427071772015,ResNet19,0.001,4
0.0008373343309135924,0.038488283986225724,0.9998125,0.99375,0.9998127477416461,0.9937282060202917,VGG16,0.001,1
0.0005583912766317727,0.041951731235409774,0.9998958333333333,0.99375,0.9998973015996718,0.9936859468679389,VGG16,0.001,2
0.00039598251209235,0.03929255111142993,0.9999583333333333,0.99375,0.999957604328072,0.9937108020551463,VGG16,0.001,3
0.0003169948119812808,0.03878080394739906,0.9999791666666666,0.99425,0.9999792842713612,0.9942235831562639,VGG16,0.001,4
